,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
19594,Gm6644,1.477140848,-4.048938501,3.411156846,-1.186969314,0.235239725,NA
19595,Klhl13,1.477140848,-4.048938501,3.411156846,-1.186969314,0.235239725,NA
19596,Scel,1.477140848,-4.048938501,3.411156846,-1.186969314,0.235239725,NA
19597,Gm7039,1.477008766,-0.888560494,1.987452265,-0.4470852,0.654813544,NA
19598,Ube2d2b,1.476087112,-0.056074239,2.376907218,-0.023591261,0.981178643,NA
19599,Slc39a12,1.474244156,1.206009672,2.381666626,0.506372159,0.612595415,NA
19600,Gucy1b3,1.473502691,-4.051179879,2.646490008,-1.530774674,0.125825091,NA
19601,Mir8113,1.472032309,-0.375130673,1.591361161,-0.235729439,0.813642625,NA
19602,Gm43329,1.471414516,0.094777773,1.990583207,0.047613068,0.962024617,NA
19603,Dtna,1.471194676,0.542095886,1.969249774,0.27528041,0.783100814,NA
19604,Gm12115,1.470499889,-0.570494836,1.688453011,-0.337880197,0.735453471,NA
19605,Gm3892,1.470029307,0.766963141,1.458470596,0.525868086,0.598979864,NA
19606,Nrn1l,1.469864534,-4.065395617,3.410843585,-1.191903268,0.233299177,NA
19607,Gm22758,1.467325957,0.419387076,1.225139923,0.342317697,0.732111819,NA
19608,Hist1h4c,1.467219507,1.124138976,1.331439385,0.844303532,0.398499813,NA
19609,Gm13008,1.466997776,0.062174035,1.33290628,0.046645466,0.962795795,NA
19610,Ighv6-4,1.466823233,-0.685256807,2.449362139,-0.279769494,0.779654358,NA
19611,AC172027.4,1.466539497,-0.076775508,1.197140134,-0.064132432,0.948864778,NA
19612,AC160405.3,1.466135117,1.097990383,1.593651976,0.688977518,0.490837415,NA
19613,Asphd2,1.465688184,3.945982922,2.010350439,1.962833368,0.049665539,NA
19614,AC167202.3,1.465236472,1.199231093,1.387790368,0.864129858,0.387516559,NA
19615,Gm20449,1.464995076,0.014943988,1.720287991,0.00868691,0.993068935,NA
19616,Hist1h2ak,1.464950789,0.423059363,1.29512235,0.326655905,0.743928155,NA
19617,Gm42887,1.464739624,-0.13479441,1.221123849,-0.110385536,0.912103624,NA
19618,Mir6996,1.464332995,0.939548776,1.272451511,0.73837688,0.46028546,NA
19619,Slc2a13,1.463770958,-0.049957363,1.925771701,-0.025941477,0.979304017,NA
19620,Gm9431,1.463770002,-0.513972372,1.219794601,-0.42135977,0.673492391,NA
19621,AC125321.1,1.46359445,-0.485605122,1.699619793,-0.285713972,0.775097203,NA
19622,Gm9157,1.462736924,-0.148051598,1.322362073,-0.111959955,0.910855158,NA
19623,Gm12987,1.461342282,1.590068074,1.416874113,1.122236662,0.261761829,NA
19624,Aldoart2,1.460838743,-0.411913894,1.499127207,-0.27476914,0.783493608,NA
19625,Gm2199,1.460416891,1.120613493,1.652757922,0.678026394,0.497754959,NA
19626,AC153494.1,1.459149001,0.335484867,1.322942318,0.253589943,0.799812367,NA
19627,AC161114.2,1.458953519,-0.47192077,1.910771418,-0.246979186,0.804924332,NA
19628,Gm11100,1.458766479,2.209678026,1.596983345,1.383657527,0.166463345,NA
19629,Gm11874,1.458741453,2.400690773,1.993553774,1.204226745,0.228501951,NA
19630,Gm2383,1.458424704,-0.514899504,1.2193465,-0.422274968,0.672824327,NA
19631,Hoxb5,1.457608914,0.526134209,2.305531546,0.228205166,0.819486746,NA
19632,Trav14n-3,1.457590011,-0.662949456,1.568628368,-0.422630031,0.672565212,NA
19633,Mtcl1,1.457286912,-1.653526409,1.901274034,-0.869693889,0.384467713,NA
19634,Gm17224,1.457179063,2.392446592,1.888179871,1.267064981,0.205132056,NA
19635,Rhbdl2,1.456549447,2.195203473,2.299068297,0.95482308,0.339667174,NA
19636,Lrrtm2,1.45633552,-0.99223776,1.970230493,-0.503615066,0.614531903,NA
19637,Mir5136,1.455963724,-0.619763715,1.316700083,-0.470694673,0.637858789,NA
19638,Gm13207,1.455239269,-4.010151716,2.217890726,-1.808092558,0.070592096,NA
19639,Gm13179,1.452175929,-0.854826444,1.930635862,-0.44276938,0.657932553,NA
19640,Mogat2,1.450581999,-2.379633598,2.315010138,-1.027914979,0.303989823,NA
19641,Gm11966,1.450130731,-0.404086261,1.255059078,-0.321965928,0.747478507,NA
19642,Gm24187,1.448659039,-0.089998254,1.195483688,-0.075281875,0.939990442,NA
19643,Gm13707,1.447839375,0.926978382,1.948308693,0.475786196,0.634226705,NA
19644,AC132237.1,1.447804486,-2.38803136,2.000572558,-1.193673956,0.232605532,NA
19645,Gm11975,1.44778528,-2.330736846,1.666699883,-1.398414237,0.16198871,NA
19646,Pdgfd,1.447749881,1.890561663,2.333790033,0.810082157,0.417892959,NA
19647,Gm44191,1.447502041,-1.107586429,2.313220438,-0.478807126,0.632075847,NA
19648,1700095K22Rik,1.447316684,1.031015782,1.924715131,0.535671885,0.592185338,NA
19649,Gm13293,1.446757104,-1.075483476,2.395251752,-0.449006446,0.653427007,NA
19650,Hes7,1.446733051,0.426480189,2.379632831,0.179221006,0.857764171,NA
19651,Gpr61,1.446129665,-0.26453642,2.353970985,-0.112378794,0.910523069,NA
19652,Gm24907,1.445893986,-0.085186642,1.63924268,-0.051967071,0.958554931,NA
19653,Gm15736,1.445242933,-1.821551208,1.808009746,-1.007489706,0.313699502,NA
19654,2310034O05Rik,1.445030867,0.908272126,2.326715751,0.390366604,0.696265479,NA
19655,AC120394.3,1.445026369,0.714031332,1.94716911,0.36670227,0.713841113,NA
19656,Gm29488,1.445026369,0.714031332,1.94716911,0.36670227,0.713841113,NA
19657,A430110C17Rik,1.444856271,-2.206449973,1.931997037,-1.142056603,0.253430493,NA
19658,Gm8601,1.444778529,-2.282954514,1.84469332,-1.237579433,0.215872044,NA
19659,AC027700.3,1.444006832,-4.026124996,2.016359339,-1.996729907,0.045854531,NA
19660,Fank1,1.443479008,2.160211575,2.299379994,0.939475676,0.347486575,NA
19661,B230208H11Rik,1.443356221,-4.049332803,2.591996606,-1.562244639,0.118230368,NA
19662,4933407L21Rik,1.442960955,-1.46442836,2.341079769,-0.625535439,0.531619697,NA
19663,Gm11963,1.441145915,-1.436450011,2.31398961,-0.620767702,0.534752477,NA
19664,AC153366.2,1.440663529,2.180373177,1.572487418,1.386575913,0.165571117,NA
19665,Gm14794,1.440234968,0.238411007,1.29849651,0.183605428,0.854323005,NA
19666,Gm14412,1.440190523,-0.774517089,2.961464393,-0.261531792,0.793682436,NA
19667,D130043K22Rik,1.439512937,2.375113998,1.877418991,1.26509533,0.205837157,NA
19668,Gm11488,1.439491307,-2.275225345,1.603149121,-1.419222526,0.155834151,NA
19669,Mir6481,1.439395443,-0.361772828,1.428740594,-0.253210996,0.80010517,NA
19670,Gm7099,1.439182489,-0.977814169,1.463110709,-0.668311812,0.503934575,NA
19671,Gm17396,1.439175604,0.054869674,1.59941164,0.034306161,0.972633012,NA
19672,Gm43840,1.437150071,0.52425265,1.39482282,0.375856089,0.707023886,NA
19673,Gm15859,1.437135999,-0.182427613,1.690372759,-0.107921529,0.914057939,NA
19674,Gm37864,1.436057731,2.418410869,2.924995721,0.826808344,0.4083457,NA
19675,Gm14453,1.435354073,0.494055346,2.339759983,0.211156422,0.832765214,NA
19676,Adcy1,1.434677604,3.917827528,1.63887017,2.390566134,0.016822419,NA
19677,Gm43310,1.434651318,3.05763202,2.282975276,1.339318937,0.180466866,NA
19678,Gm34767,1.434215784,-0.791335247,2.016458867,-0.392438081,0.694734554,NA
19679,Gm13435,1.433751381,-1.07537579,1.474582599,-0.729274705,0.465833642,NA
19680,Gm45692,1.433453449,1.827977684,2.280956616,0.801408353,0.422895281,NA
19681,Gm15516,1.432081606,-1.57905026,1.371703162,-1.151160327,0.249666283,NA
19682,Fbln7,1.431907791,2.147468338,2.350829738,0.913493778,0.360982905,NA
19683,Mir5129,1.431632479,0.100390318,1.253771855,0.080070642,0.936181072,NA
19684,1700019A23Rik,1.431390781,0.032161598,1.637781626,0.019637293,0.984332714,NA
19685,AC131739.1,1.431178129,-2.20459239,1.91365104,-1.152034694,0.249306817,NA
19686,Gm45073,1.430919191,-2.314461048,1.977980955,-1.170112908,0.241955535,NA
19687,Hus1b,1.4303742,1.096802261,1.903319663,0.576257516,0.564441134,NA
19688,4930560O18Rik,1.429683604,-0.986818646,1.661019911,-0.594104044,0.552442526,NA
19689,4833427F10Rik,1.428892028,2.130728021,2.331507139,0.913884408,0.360777587,NA
19690,Hnrnpa1l2-ps,1.427611359,0.022088102,1.596649499,0.013834033,0.98896239,NA
19691,Gm14009,1.425602003,3.92143228,2.109841923,1.858637956,0.063078473,NA
19692,Ascl1,1.424578482,1.359649084,2.917145081,0.466088949,0.641151833,NA
19693,E130201H02Rik,1.42401995,0.52218659,1.634908463,0.319398059,0.749424683,NA
19694,4930442H23Rik,1.424004921,-0.656155757,1.621244162,-0.40472359,0.6856807,NA
19695,Gm31258,1.423837016,-3.992990322,2.078305809,-1.92127179,0.054697452,NA
19696,2410018L13Rik,1.423649675,0.914724654,2.326347248,0.393202113,0.694170209,NA
19697,Catsper3,1.423649675,0.914724654,2.326347248,0.393202113,0.694170209,NA
19698,Gm24193,1.422528398,-0.855297379,1.454621097,-0.58798637,0.556541441,NA
19699,Gm44514,1.422482165,-3.195361493,2.305222641,-1.386140079,0.165704134,NA
19700,Gm10657,1.4215335,0.857462127,2.355333016,0.364051334,0.715819676,NA
19701,Gm22513,1.421252648,0.431634149,1.264454511,0.341359966,0.73283261,NA
19702,Gm13641,1.420858321,-0.003397136,1.290426263,-0.002632569,0.997899517,NA
19703,CR974487.1,1.42075757,1.454572765,2.367295612,0.614444921,0.538921359,NA
19704,Gm27598,1.420696558,0.618653868,1.329084393,0.465473729,0.641592246,NA
19705,Tgm7,1.419981608,3.906670971,1.688872551,2.313182821,0.02071259,NA
19706,AC158803.2,1.419322218,0.561532736,1.909477739,0.294076608,0.768699365,NA
19707,Mir1943,1.419279666,-1.092222814,1.41033584,-0.774441649,0.438669662,NA
19708,Slc46a2,1.419139816,-0.384325494,1.614895712,-0.23798781,0.811890549,NA
19709,Gm5576,1.418990053,-0.174324115,1.457670172,-0.119590919,0.904807214,NA
19710,Rpl32-ps,1.418483152,-0.003822431,1.261171229,-0.003030858,0.997581729,NA
19711,AI838599,1.418067389,2.372037039,2.308353339,1.027588367,0.304143498,NA
19712,Gm24507,1.418034026,1.622436241,1.454002394,1.11584152,0.264489978,NA
19713,5730507C01Rik,1.41674254,-4.017374908,2.651747891,-1.514991271,0.129774615,NA
19714,Mir7089,1.414925904,-0.545281671,1.530212072,-0.356343857,0.721583069,NA
19715,AC172027.5,1.41489523,0.483151931,1.264768112,0.382008312,0.7024552,NA
19716,Zp3,1.41376795,-2.32831467,1.842174084,-1.263895031,0.206267706,NA
19717,Gm20319,1.413312132,-1.049867882,2.34751057,-0.447226051,0.654711854,NA
19718,AC110381.2,1.412315286,-0.860180146,2.433137992,-0.35352707,0.723693338,NA
19719,AC159466.1,1.411492399,-3.98825987,2.653582673,-1.502971779,0.132846322,NA
19720,Sema3d,1.411317837,2.348469651,1.918149868,1.224341064,0.220823592,NA
19721,Gm8731,1.409283454,-0.298718606,1.569649404,-0.190309126,0.849066903,NA
19722,Mir6976,1.409006144,-0.95872591,1.45342049,-0.659634233,0.50948858,NA
19723,AC153889.3,1.408288945,1.472983044,1.611102467,0.914270243,0.360574863,NA
19724,AC174742.1,1.408288945,1.472983044,1.611102467,0.914270243,0.360574863,NA
19725,Mrgprf,1.407905432,-2.255458898,1.927639896,-1.170062366,0.241975872,NA
19726,Gm8844,1.407814011,0.133064789,1.326922585,0.100280748,0.920121441,NA
19727,Gm45519,1.407601057,-0.473223975,1.653360041,-0.286219555,0.774709967,NA
19728,Gm24916,1.407300932,2.241291039,1.497773937,1.496414768,0.134545604,NA
19729,Gm44331,1.406685775,-3.993567471,1.643995773,-2.42918354,0.015132869,NA
19730,Mir7231,1.406620922,0.741626206,1.286888511,0.576294061,0.564416437,NA
19731,Gm43650,1.406343612,0.092276186,1.902175469,0.048510869,0.961309102,NA
19732,Foxd3,1.406312406,0.41023909,1.983750626,0.206799728,0.836166269,NA
19733,Plin5,1.405803451,-2.20223261,2.29162567,-0.960991421,0.336556481,NA
19734,Gpr34,1.405566389,-4.013144826,2.606311026,-1.539779706,0.12361406,NA
19735,1700051K13Rik,1.405414735,-0.423474781,1.669057303,-0.253720936,0.799711158,NA
19736,AC120002.3,1.404424473,0.130033328,1.322875151,0.098295994,0.921697259,NA
19737,AC108401.4,1.404300094,-1.52412398,1.766885354,-0.862604909,0.38835473,NA
19738,Gstm6,1.403240198,1.748626542,2.973871796,0.587996613,0.556534566,NA
19739,Gm23954,1.402214235,-1.044044653,1.42690939,-0.731682516,0.46436237,NA
19740,Gm4968,1.402029639,0.064204479,1.275179097,0.050349382,0.959843973,NA
19741,AC159139.1,1.401616107,-0.456408842,1.28454656,-0.355307356,0.722359345,NA
19742,Gm11759,1.401219531,-0.990545917,1.2996914,-0.762139318,0.445976859,NA
19743,Gm28802,1.401207726,1.046765988,1.725358965,0.606694612,0.544053598,NA
19744,Cdh17,1.400729587,-0.932968571,1.965397387,-0.474697167,0.635002838,NA
19745,Flg,1.400542245,3.886102524,2.645971062,1.468686706,0.141917785,NA
19746,Hmgcll1,1.400259962,-4.000561952,2.091007924,-1.913221803,0.055719663,NA
19747,Zfp345,1.399863192,-2.202379398,2.289129564,-0.962103427,0.335997653,NA
19748,Gm16024,1.398814644,0.535912555,1.293207164,0.414405804,0.678576939,NA
19749,Gm11585,1.3987822,-0.614891566,1.659961317,-0.370425238,0.711065672,NA
19750,Pcdhb13,1.398579354,0.877144894,1.904282152,0.460617085,0.645073352,NA
19751,AC124346.1,1.39854868,2.230462476,1.674748144,1.331819644,0.182919461,NA
19752,Icos,1.398440883,-4.019247538,2.03157853,-1.9783865,0.047885122,NA
19753,Platr31,1.39796234,-1.33727258,1.933929043,-0.691479651,0.489264164,NA
19754,Gm43799,1.397836366,-1.042520509,1.891179118,-0.551254241,0.581459402,NA
19755,Rimbp3,1.397343768,2.129430172,2.302333354,0.924900892,0.355017463,NA
19756,Gm26643,1.3971851,-3.986990403,2.067080961,-1.928802248,0.053755417,NA
19757,Vtcn1,1.396952095,-1.573055851,2.342463432,-0.671539128,0.501877142,NA
19758,Gm5373,1.396665135,0.006862569,1.631807543,0.004205501,0.996644505,NA
19759,Gm10540,1.395746686,-2.200138983,1.644256089,-1.338075618,0.180871788,NA
19760,Anapc15-ps,1.395546052,-1.503278714,1.452041951,-1.035286008,0.300535362,NA
19761,Gm9034,1.395528636,-1.506859176,1.455535609,-1.035260949,0.300547062,NA
19762,Gm8580,1.395516334,0.183448218,1.277189228,0.143634329,0.885789231,NA
19763,AC155258.1,1.395415954,-1.035475775,1.918213224,-0.539812656,0.589326238,NA
19764,Gm20478,1.395190596,-2.143913286,2.330484884,-0.919943013,0.35760254,NA
19765,Fam181b,1.393775191,2.137303548,1.865879752,1.145466928,0.252015788,NA
19766,Gm11693,1.393687132,1.782946535,2.283242437,0.780883583,0.434870968,NA
19767,4930533B01Rik,1.393520519,-0.896429773,1.349197521,-0.664417002,0.506423454,NA
19768,Gnb3,1.391860972,1.029713966,1.62257048,0.634618945,0.525676969,NA
19769,Zfp879,1.391786507,3.880001027,2.010067847,1.930283613,0.053571706,NA
19770,Mmp16,1.390660521,-0.031361771,1.589965057,-0.019724818,0.984262893,NA
19771,Gm43878,1.389874061,-0.536348027,1.917438753,-0.279721074,0.779691509,NA
19772,Gm27624,1.388145503,0.724115495,1.261314959,0.574095701,0.565903043,NA
19773,Gm12762,1.386818882,-2.201620552,1.709005087,-1.288246928,0.197660021,NA
19774,Gm44417,1.386215834,-0.346648624,1.69414069,-0.204616196,0.837872,NA
19775,Gm22935,1.38584434,-1.440553061,1.529904283,-0.941596855,0.346399081,NA
19776,Gm29054,1.385695054,1.759906659,2.301929193,0.764535531,0.444548171,NA
19777,Gm23008,1.385187676,-0.908669406,1.31650037,-0.690215838,0.490058465,NA
19778,Gm22980,1.38388465,0.460730624,1.385196158,0.332610383,0.739428405,NA
19779,4930583K01Rik,1.383794429,3.863279625,2.69721468,1.432321889,0.152051721,NA
19780,Gpx2-ps1,1.38355914,-0.898908141,1.935217132,-0.464499888,0.64228964,NA
19781,Gm20756,1.383397836,-0.227015857,2.369503156,-0.095807366,0.923673567,NA
19782,Gm27718,1.382398515,-1.540936852,1.620113764,-0.951128795,0.341538999,NA
19783,Gm44562,1.381754347,-0.095621204,1.669987187,-0.057258645,0.954339163,NA
19784,Fam136b-ps,1.381431563,1.407140535,2.01214335,0.699324198,0.484349448,NA
19785,Myl2,1.381304707,-0.962782992,2.980772678,-0.322997792,0.746696915,NA
19786,1700006E09Rik,1.38031956,0.460635021,1.568662771,0.293648214,0.769026729,NA
19787,Gm15580,1.379944898,0.120719043,1.629909152,0.074064891,0.940958752,NA
19788,C030017G13Rik,1.379884929,0.816696044,2.364130612,0.345453013,0.729753828,NA
19789,Gm27875,1.379881248,-0.799163921,1.337274024,-0.597606703,0.55010239,NA
19790,Gm43658,1.378524909,-2.13962168,2.367328156,-0.903812881,0.36609463,NA
19791,Gm12642,1.378062169,-0.901457416,1.315776507,-0.685114388,0.493271742,NA
19792,Olfml2a,1.377583746,1.248834476,2.350956547,0.531202704,0.595278319,NA
19793,Gm35256,1.377491779,2.329253772,2.366630323,0.984206849,0.325013819,NA
19794,Mir7090,1.377018082,0.712443415,1.259878702,0.56548572,0.571743435,NA
19795,Gm36934,1.375810159,1.743494462,1.949873315,0.894157814,0.37123746,NA
19796,Gm28119,1.375378698,-1.00862343,2.324084272,-0.43398746,0.664297547,NA
19797,Gpbar1,1.374964493,-2.139842817,1.930085193,-1.10867791,0.267569155,NA
19798,Gm42633,1.373852313,-2.085242251,2.974894448,-0.700946635,0.48333632,NA
19799,Gm43774,1.373852313,-2.085242251,2.974894448,-0.700946635,0.48333632,NA
19800,Hdx,1.373502678,-3.966854512,3.412773136,-1.162355174,0.245091224,NA
19801,Ikzf3,1.373256131,0.442657861,2.447641777,0.180850754,0.856484724,NA
19802,Gm40,1.372655186,-2.171332846,2.28522961,-0.950159597,0.342031164,NA
19803,Gm6916,1.372471546,-0.367479322,1.249239081,-0.294162524,0.768633716,NA
19804,Mrln,1.371905403,1.819438173,1.948809249,0.933615321,0.350502359,NA
19805,2810408A11Rik,1.370604627,3.849978289,2.672673191,1.440497216,0.149726777,NA
19806,Gm20481,1.369380471,1.669271315,1.560148042,1.069944178,0.284644436,NA
19807,Gm37186,1.368802449,-1.168742566,2.342362947,-0.498958783,0.617808421,NA
19808,Mirlet7c-2,1.368687682,-0.867686575,1.497334787,-0.579487355,0.562260376,NA
19809,Vaultrc5,1.367723458,-0.268130188,1.940639413,-0.138165898,0.890109306,NA
19810,Kcnj5,1.367656356,-0.71113119,2.362060155,-0.301063963,0.763365721,NA
19811,Gm6478,1.366836636,0.518924893,1.383745587,0.375014669,0.707649558,NA
19812,4930404H24Rik,1.366241675,0.516410466,1.418836328,0.363967609,0.715882197,NA
19813,Gm4742,1.364951713,-0.837181355,1.655442597,-0.505714518,0.613057075,NA
19814,Kdm4d,1.364845263,-0.035770944,1.913725637,-0.018691783,0.985086983,NA
19815,Gm37915,1.364002004,-3.959516953,2.6561659,-1.490688873,0.136043199,NA
19816,Gm26856,1.363783247,-0.790145241,1.968626367,-0.401368819,0.688148602,NA
19817,Gm9795,1.363694213,0.059090652,1.504959111,0.039263958,0.968679942,NA
19818,Tlr5,1.363445913,-3.943204345,2.127875496,-1.853117982,0.06386545,NA
19819,AC122828.1,1.363433611,-1.390724515,1.673528326,-0.83101343,0.405966042,NA
19820,Gm37612,1.363391573,-0.745572875,1.659591281,-0.449250899,0.653250674,NA
19821,Gm44366,1.360693446,2.977279041,1.93843192,1.535921386,0.124557662,NA
19822,Gm43081,1.360514655,-3.922176185,2.184174868,-1.795724437,0.072538353,NA
19823,Plekhb1,1.358724109,3.836022562,2.085295526,1.839558237,0.06583312,NA
19824,Gm34780,1.358553477,-3.051349721,2.300928016,-1.326138714,0.184793755,NA
19825,Gm43070,1.358553477,-3.051349721,2.300928016,-1.326138714,0.184793755,NA
19826,Rpl13a-ps1,1.358084384,0.494303732,1.31616987,0.37556226,0.707242352,NA
19827,Gm12623,1.357746149,2.072278454,1.514355722,1.368422507,0.171179863,NA
19828,AC152922.2,1.357583396,-3.919614563,2.750358261,-1.425128725,0.154119995,NA
19829,Adgrd1,1.357583396,-3.919614563,2.750358261,-1.425128725,0.154119995,NA
19830,Gm45199,1.356876497,-3.952438438,2.657873855,-1.487067729,0.136996924,NA
19831,Gm8624,1.355773167,0.205055248,1.249271847,0.164139813,0.86962108,NA
19832,Gm42867,1.353986074,1.37310845,1.660035692,0.82715598,0.408148658,NA
19833,Chn1,1.353945239,-3.933988864,2.128283277,-1.848432916,0.064539741,NA
19834,AC118733.2,1.353637731,0.38281996,1.67103163,0.229091989,0.81879742,NA
19835,Gm43493,1.353378334,0.137993206,1.248603757,0.110518013,0.911998565,NA
19836,Gm13285,1.353229332,-0.874824399,1.276300577,-0.685437596,0.493067827,NA
19837,Gm22059,1.353229332,-0.874824399,1.276300577,-0.685437596,0.493067827,NA
19838,Dnmt3l-ps1,1.35309265,-0.783395351,1.644136241,-0.476478367,0.633733616,NA
19839,Gm15798,1.35309265,-0.783395351,1.644136241,-0.476478367,0.633733616,NA
19840,AC158589.1,1.352833058,-3.914674575,2.751534659,-1.422724065,0.154816162,NA
19841,Gm45043,1.352833058,-3.914674575,2.751534659,-1.422724065,0.154816162,NA
19842,Gm45889,1.352833058,-3.914674575,2.751534659,-1.422724065,0.154816162,NA
19843,AL672049.1,1.352803038,0.202138807,1.249020923,0.161837807,0.87143358,NA
19844,Gm7357,1.352337396,-1.711693051,2.300818222,-0.743949711,0.4569069,NA
19845,Gm11419,1.35212616,-3.947419581,2.715517231,-1.453652931,0.146042554,NA
19846,Fam186b,1.351014069,1.704722601,2.362644432,0.721531593,0.47058251,NA
19847,Ryr3,1.350161392,-0.744916352,2.047241667,-0.363863419,0.715960002,NA
19848,Pcdhb20,1.349194901,-3.933306416,2.726436339,-1.44265478,0.149117744,NA
19849,Tmem45a2,1.34887435,0.771567555,2.365544362,0.326169134,0.744296393,NA
19850,Gm44081,1.348342313,-0.788728715,1.96745761,-0.400887273,0.688503121,NA
19851,Gm23706,1.348201702,1.295597485,1.369112725,0.946304465,0.343993317,NA
19852,AC153152.5,1.348135859,-0.205269219,2.426795368,-0.084584478,0.93259174,NA
19853,Gm15442,1.347285641,1.388389626,1.949589141,0.712144727,0.47637516,NA
19854,Tekt3,1.345916805,0.296935807,1.978311737,0.15009556,0.880689223,NA
19855,Pcdhb18,1.344766213,0.49075682,2.433380505,0.201676975,0.840169264,NA
19856,Sult6b2,1.344498994,-0.678314022,1.926653256,-0.352068552,0.724786852,NA
19857,Gm43216,1.344124012,0.78699684,1.94126293,0.405404558,0.685180161,NA
19858,Cfap77,1.343705843,-2.122173414,1.97556726,-1.07420965,0.282728728,NA
19859,Irgc1,1.342888426,2.043783922,2.356917874,0.867142612,0.385863875,NA
19860,Masp2,1.342836722,-1.686162749,1.838069753,-0.917355147,0.358956568,NA
19861,Gm14252,1.342782896,-0.533041885,1.885655317,-0.282682567,0.777420181,NA
19862,Rpl21-ps14,1.342250913,0.123099054,1.271598178,0.096806567,0.922880009,NA
19863,Rps27a-ps1,1.341722557,0.218244917,1.995570945,0.109364649,0.912913271,NA
19864,Adtrp,1.340894824,1.717313048,2.386340765,0.719642841,0.471744928,NA
19865,Gpr152,1.339748657,-0.648163304,2.379090815,-0.272441598,0.785282491,NA
19866,Crocc2,1.338521087,3.829658072,2.061191109,1.857983016,0.063171426,NA
19867,n-R5s23,1.337892709,0.19203374,1.452942639,0.132168838,0.894850749,NA
19868,Gm34106,1.337729459,-1.525768144,2.354837215,-0.647929349,0.517030647,NA
19869,Gm43330,1.336901475,-2.171618318,2.977001415,-0.729464993,0.465717274,NA
19870,Gm6378,1.335935992,-0.287977381,1.269029992,-0.226927167,0.820480377,NA
19871,Gm2962,1.33495674,-0.98531424,1.751669957,-0.562499937,0.573775447,NA
19872,Gm13278,1.334753913,-0.899546775,1.346038101,-0.668292209,0.503947086,NA
19873,Snora5c,1.33413612,-0.350374196,1.245451837,-0.281322959,0.778462702,NA
19874,Mir6986,1.333709825,0.730359398,1.323199616,0.551964638,0.580972581,NA
19875,Gm27514,1.333634829,-3.037655807,1.626767691,-1.867295388,0.061860349,NA
19876,Gm43791,1.332689845,3.809858785,2.054555592,1.854346897,0.063689547,NA
19877,Prss39,1.332618476,-0.702820591,1.924819841,-0.365135779,0.715010054,NA
19878,AC159475.1,1.331909953,0.666777029,1.278513277,0.521525307,0.602000881,NA
19879,Ngfr,1.331494171,0.058099157,1.580289602,0.03676488,0.970672477,NA
19880,n-R5s40,1.330585581,-2.230329924,1.834641332,-1.215676266,0.224108269,NA
19881,Sdpr,1.330368184,-3.944173863,2.027092683,-1.945729416,0.051687251,NA
19882,AC152979.1,1.330132415,-0.354494528,1.913804187,-0.185230302,0.853048403,NA
19883,Gm16540,1.329187397,0.188277326,1.50706639,0.124929683,0.900579219,NA
19884,Nefh,1.328301446,2.012496567,2.324522231,0.865767829,0.386617495,NA
19885,AC159649.2,1.327436926,-3.921881834,1.751242743,-2.239484988,0.025124377,NA
19886,Gm2840,1.327308617,1.969621315,1.548862124,1.27165697,0.203495026,NA
19887,Lix1,1.327244525,0.005608447,2.412008289,0.002325219,0.998144745,NA
19888,Cmtm1,1.326832409,-0.888339139,2.389028034,-0.371841237,0.710011059,NA
19889,Foxp2,1.326797273,1.796146557,1.74922655,1.026823288,0.304503682,NA
19890,Mir3474,1.326170328,0.172982206,1.246403444,0.138785083,0.889619982,NA
19891,Myh8,1.325617847,-3.939739709,2.02720875,-1.943430695,0.051964142,NA
19892,Gm14487,1.325468917,0.943987103,1.936223814,0.487540282,0.625875504,NA
19893,Gm7278,1.325403533,-0.28839551,1.44763676,-0.199218145,0.842092106,NA
19894,Gm24016,1.325266851,-0.149051022,1.303859809,-0.114315221,0.908987917,NA
19895,Gm15349,1.325150348,2.940514042,1.83313891,1.604086863,0.108694907,NA
19896,AC124421.1,1.325014623,-1.359728678,1.997016761,-0.680879953,0.495947454,NA
19897,Golga7b,1.324318325,1.174164743,2.317420581,0.506668817,0.612387214,NA
19898,Gm11533,1.323447772,-0.282520664,1.390565747,-0.203169584,0.839002485,NA
19899,Gm20568,1.323300081,1.19374835,1.798185931,0.663862579,0.506778269,NA
19900,Gm5605,1.322891682,-0.153915045,1.381131486,-0.111441269,0.911266436,NA
19901,Gm22806,1.322403685,1.399245093,1.377934139,1.015465873,0.309883806,NA
19902,AC122829.1,1.322180218,2.937677809,1.85173205,1.586448648,0.112637572,NA
19903,Olfr102,1.321797876,-0.387484608,2.981036093,-0.129983199,0.896579719,NA
19904,C230035I16Rik,1.321072995,3.79213321,2.725647924,1.391277713,0.16414123,NA
19905,AC117232.1,1.320782532,0.650957297,1.314071235,0.495374436,0.620335837,NA
19906,Gm23318,1.320609423,-0.961071323,1.644735752,-0.584331752,0.558997134,NA
19907,Gm15472,1.31913065,-1.326716287,1.98353529,-0.668864474,0.503581934,NA
19908,Gm15354,1.318802469,-2.040294052,2.012221853,-1.013950847,0.310606207,NA
19909,Mir1934,1.318035869,-0.376905962,1.313536333,-0.286939884,0.774158351,NA
19910,Gm22061,1.31767618,0.815984514,1.700292005,0.479908458,0.631292487,NA
19911,AC122811.2,1.317438697,0.735097442,1.986517725,0.370043233,0.711350278,NA
19912,Gm24358,1.317225761,-1.475684351,1.686492465,-0.875002042,0.381572795,NA
19913,Gm6189,1.316621244,0.702283414,2.444933713,0.287240268,0.773928356,NA
