,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
19914,Gm43837,1.316112076,-2.199377969,1.934795171,-1.136749772,0.255642906,NA
19915,Gm15104,1.315656258,-0.889770519,2.368575684,-0.375656359,0.707172386,NA
19916,Gm14857,1.315630982,1.318965752,1.461178523,0.902672556,0.366699706,NA
19917,Gm42848,1.315345281,-3.050340031,1.830478726,-1.666416543,0.095630478,NA
19918,S100a14,1.314967523,3.792950383,2.686144768,1.412042429,0.157937468,NA
19919,AC142191.1,1.31496701,0.547046334,2.423881621,0.225690202,0.821442379,NA
19920,Dpf3,1.314646633,-2.251815396,2.986082898,-0.754103444,0.45078711,NA
19921,Gm43421,1.314646633,-2.251815396,2.986082898,-0.754103444,0.45078711,NA
19922,Prr16,1.314646633,-2.251815396,2.986082898,-0.754103444,0.45078711,NA
19923,Gm43010,1.314629677,-2.035055784,1.958726103,-1.038969043,0.298819134,NA
19924,Map6d1,1.314436601,-2.204547461,2.291336982,-0.96212276,0.335987943,NA
19925,Ehf,1.312162607,3.782843538,2.711439338,1.395142235,0.162972952,NA
19926,Gm8577,1.311698116,-0.240983937,1.385487276,-0.173934428,0.861916996,NA
19927,Gm27006,1.310621725,-0.391790401,2.368008264,-0.16545145,0.86858866,NA
19928,Mir719,1.309761561,-0.167542709,1.302767112,-0.128605264,0.897670001,NA
19929,Gm22992,1.309592895,-1.395016252,1.397328285,-0.99834539,0.318111904,NA
19930,Gm23849,1.309588966,0.54036291,1.674565369,0.322688454,0.746931197,NA
19931,AC122901.1,1.309303282,-0.32122196,1.26699311,-0.253530945,0.799857951,NA
19932,Gm15938,1.309259969,-0.864569896,1.969001567,-0.439090507,0.660595958,NA
19933,Magee2,1.308964129,1.995877095,2.978881971,0.670008787,0.502852189,NA
19934,4930477O15Rik,1.308473811,-3.866325267,2.121547558,-1.822408012,0.0683931,NA
19935,Gm43190,1.306611402,-2.180013815,2.430154554,-0.897067971,0.369682648,NA
19936,Gm5339,1.304835654,-3.906000638,2.072124053,-1.885022585,0.059426789,NA
19937,Cfap161,1.304279564,-3.879274464,1.697598858,-2.285153791,0.022303812,NA
19938,Gm25618,1.304190603,0.45133816,1.682783094,0.26820935,0.788538178,NA
19939,Mir7118,1.303563657,-0.819535778,1.307534964,-0.626779245,0.53080395,NA
19940,Pcsk5,1.303167384,-3.861340602,2.764158291,-1.396931795,0.162434082,NA
19941,AC101882.2,1.303160178,-3.917191243,2.051253166,-1.909657622,0.056177311,NA
19942,Mir7664,1.302222064,-0.767173938,1.381054292,-0.555498754,0.578553562,NA
19943,Rbm20,1.302032334,1.276554128,1.998268474,0.63883014,0.522933439,NA
19944,Gm24265,1.301646768,-0.694949785,1.482966857,-0.468621252,0.639340384,NA
19945,CT485612.7,1.301585064,-0.250783777,1.343764285,-0.186627804,0.851952466,NA
19946,Mir7078,1.301403636,0.287355184,1.523460486,0.188620044,0.850390622,NA
19947,Mdh1b,1.301359826,-0.629562193,2.975451948,-0.211585401,0.8324305,NA
19948,Gm20512,1.301160964,1.325811739,2.337333493,0.567232593,0.570556167,NA
19949,CT030175.1,1.300593528,-0.818320541,1.383814802,-0.591351198,0.554285132,NA
19950,Gm13416,1.299957026,0.133547103,1.645495928,0.081159181,0.935315361,NA
19951,Gm17048,1.299358897,0.762659206,1.324713519,0.57571633,0.564806936,NA
19952,Gm23341,1.298783602,0.846137742,1.420903083,0.595492931,0.551514023,NA
19953,Gm12271,1.298634141,-0.182237011,1.301872524,-0.139980688,0.888675249,NA
19954,Gm6419,1.297694236,-2.989767894,1.922463332,-1.55517551,0.119904275,NA
19955,Gm42450,1.297146747,3.774653188,2.690816718,1.402790893,0.160679203,NA
19956,Gm22574,1.29713273,2.01550797,1.506065189,1.338260778,0.180811443,NA
19957,Gm12834,1.296612235,-0.252010317,1.448120174,-0.174025831,0.861845162,NA
19958,Gm12194,1.295825775,-0.823802661,1.343035594,-0.613388554,0.539619452,NA
19959,Scube1,1.294224304,1.720549001,1.960122529,0.877776249,0.380065156,NA
19960,Vwa5b2,1.294224304,1.720549001,1.960122529,0.877776249,0.380065156,NA
19961,Gm5321,1.294217401,-0.333318613,1.483213996,-0.224727257,0.822191459,NA
19962,Cpa3,1.293791107,0.760907424,1.697242964,0.448319681,0.653922499,NA
19963,Mir6951,1.293619273,0.270002208,1.317687448,0.204906109,0.837645482,NA
19964,Gm5847,1.292213726,0.695201008,1.697039279,0.409655225,0.68205888,NA
19965,Gm22200,1.2918194,0.209235689,1.450150219,0.144285528,0.885275006,NA
19966,Tesc,1.290096185,-1.632089712,2.958018465,-0.551751022,0.581118948,NA
19967,Ankrd34b,1.289953431,1.94702335,2.984026682,0.652481884,0.514090356,NA
19968,2010009K17Rik,1.289311091,0.070828902,3.003215214,0.023584358,0.981184149,NA
19969,Gm42574,1.288817303,1.997513721,1.865644371,1.070683005,0.284311987,NA
19970,1700112D23Rik,1.288420709,-1.630090531,2.291080605,-0.711494186,0.476778052,NA
19971,Olfr432,1.288013621,-0.472433669,1.980874196,-0.238497563,0.811495205,NA
19972,Gm24336,1.287104589,1.257557319,2.455125405,0.512217142,0.608499047,NA
19973,Rsf1os2,1.286420276,1.369526875,1.568780119,0.872988418,0.38266939,NA
19974,D6Ertd474e,1.286269399,0.652582115,2.98396172,0.218696544,0.826886441,NA
19975,Cpne6,1.285203094,1.965202832,2.985464818,0.658256905,0.510373064,NA
19976,Gm44647,1.284536591,-0.233096395,1.519142342,-0.153439469,0.878051721,NA
19977,Rps27-ps1,1.284123058,-0.757733182,1.440332968,-0.526081954,0.598831266,NA
19978,AC155941.6,1.282377985,-3.88465405,2.021075926,-1.922072299,0.054596661,NA
19979,Gbx2,1.282362056,-0.739018304,1.63122868,-0.453043962,0.650517086,NA
19980,Gm36937,1.280508817,0.392502406,1.915315622,0.204928317,0.837628131,NA
19981,Oxtr,1.279482674,1.540232634,3.02852578,0.508575045,0.611050125,NA
19982,4930594M22Rik,1.278932409,1.975433977,2.970968615,0.664912435,0.506106502,NA
19983,Cd200r3,1.278932409,1.975433977,2.970968615,0.664912435,0.506106502,NA
19984,Gm18561,1.277627648,-3.878857368,2.073003946,-1.871128792,0.061327232,NA
19985,Gm18913,1.277190841,-0.153270315,1.407967257,-0.10885929,0.913314097,NA
19986,Mir215,1.276592713,0.510812487,1.332819741,0.383256994,0.701529223,NA
19987,Tex22,1.276426295,-0.520259173,2.401881933,-0.216604807,0.828516339,NA
19988,Mir1956,1.276392079,1.0671014,1.424141142,0.749294693,0.453679606,NA
19989,Gm44175,1.276289506,-0.712325089,2.411080643,-0.295438102,0.76765923,NA
19990,Gm29126,1.27602747,-1.307909278,1.416536605,-0.923314846,0.355843153,NA
19991,Gapdh-ps14,1.273843801,-0.668003983,1.671131097,-0.399731645,0.689354182,NA
19992,Gm23156,1.273622583,0.507972336,1.30845077,0.388224263,0.697850079,NA
19993,Gm43914,1.272431743,1.337796028,2.024318751,0.66086234,0.508700599,NA
19994,AC153379.2,1.272416396,-0.786968404,1.958978974,-0.401723762,0.687887335,NA
19995,AC079644.9,1.27132142,-2.01491437,1.612060567,-1.249899918,0.211336109,NA
19996,AC160340.2,1.271054641,-1.326117511,1.660320553,-0.798711736,0.42445758,NA
19997,Gm43499,1.270843476,-2.197606236,1.929046818,-1.139218715,0.254611942,NA
19998,Gm44609,1.270652454,0.50457786,1.332316029,0.378722352,0.704894053,NA
19999,Olfr856-ps1,1.270563777,-0.441016936,3.030994475,-0.145502389,0.88431423,NA
20000,Gm9369,1.270128331,-1.137747605,1.745493396,-0.651820057,0.514517261,NA
20001,9330198N18Rik,1.269599214,0.358332583,1.931031416,0.185565382,0.852785603,NA
20002,AC158598.1,1.268481087,-0.674397625,1.516294052,-0.444767045,0.656488112,NA
20003,Mir1966,1.268458254,-0.086855656,1.300921415,-0.066764722,0.946769009,NA
20004,Gm45783,1.267944857,1.355313226,1.784128729,0.759649909,0.447463878,NA
20005,Gm8317,1.265488125,-0.090171652,1.300744551,-0.069323106,0.944732434,NA
20006,9430041J12Rik,1.264623519,-0.436626482,2.462681397,-0.177297186,0.859274961,NA
20007,Acss2os,1.263941968,2.879641014,1.635572975,1.760631325,0.078300823,NA
20008,AC153889.1,1.263378974,0.714794756,1.533322597,0.466173757,0.641091132,NA
20009,Gm26236,1.263112956,-0.087317766,1.300587502,-0.067137172,0.946472502,NA
20010,Atp4b,1.262983355,0.63688851,1.925062883,0.330840367,0.740765068,NA
20011,Gm26875,1.261003806,0.716327735,1.391439496,0.514810552,0.606685411,NA
20012,Car5a,1.260471008,0.33950974,1.639793956,0.207044147,0.835975381,NA
20013,Gm16060,1.260323796,-0.687517257,1.328457032,-0.517530669,0.604785765,NA
20014,Gm44822,1.260323796,-0.687517257,1.328457032,-0.517530669,0.604785765,NA
20015,Hydin,1.259469897,-0.865981041,1.62500577,-0.532909517,0.594096217,NA
20016,Gm37183,1.259364226,-3.83691973,2.084205955,-1.840950373,0.065628832,NA
20017,Gm14634,1.259298454,2.178369342,3.001259366,0.725818424,0.467950091,NA
20018,Olfr267,1.258967457,-1.976468519,2.982896033,-0.662600539,0.507586425,NA
20019,Gm43065,1.258897186,3.72209197,2.118901721,1.756613784,0.078983662,NA
20020,Muc19,1.255654881,1.593477854,2.419500623,0.658597827,0.510154058,NA
20021,Hapln3,1.255270251,-2.131279494,2.350117484,-0.906882106,0.364469145,NA
20022,Gpr45,1.255177839,-0.781341868,2.453608879,-0.318445974,0.75014667,NA
20023,Gm22888,1.255147164,0.488224109,1.306801326,0.373602398,0.70870015,NA
20024,Gm7561,1.255147164,0.488224109,1.306801326,0.373602398,0.70870015,NA
20025,Tnxb,1.254731383,-0.108008601,1.929320451,-0.055982717,0.955355575,NA
20026,n-R5s39,1.253200539,-0.567478442,2.006546032,-0.282813568,0.777319753,NA
20027,Rps12-ps5,1.252889012,0.222368782,1.34163123,0.165745085,0.868357564,NA
20028,Gm16306,1.252684751,1.641459621,2.092508157,0.784445985,0.432778465,NA
20029,Gm42778,1.24995085,-1.436400576,1.610989935,-0.89162604,0.372593408,NA
20030,Olfr753-ps1,1.249821585,3.72685761,2.147039297,1.735812481,0.082596996,NA
20031,Zfp536,1.24975845,1.919105002,2.390820202,0.802697334,0.422149694,NA
20032,Lipm,1.249544523,-1.921818597,2.416792058,-0.795194022,0.426500649,NA
20033,Gm43923,1.249466782,-1.987540676,2.341896747,-0.848688431,0.396054685,NA
20034,Muc13,1.249324683,-1.143048108,2.404603473,-0.475358254,0.634531644,NA
20035,Gm11935,1.249028185,1.214166417,2.023359314,0.600074544,0.548456557,NA
20036,Gm15533,1.249010964,-0.630694307,1.958734888,-0.321990643,0.747459783,NA
20037,Gm6044,1.248981228,-2.031478899,1.898019781,-1.070314925,0.284477579,NA
20038,Fhad1os2,1.248941898,-2.209603629,2.335273222,-0.946186343,0.344053551,NA
20039,Gm43154,1.248706129,0.802192981,1.920758953,0.417643755,0.676207601,NA
20040,Gm9788,1.248568528,1.900774421,1.934164258,0.982736814,0.325736987,NA
20041,Gm24698,1.248001993,0.386250083,1.677962496,0.230189938,0.81794418,NA
20042,AC167202.1,1.246989873,0.477976631,1.305851071,0.366026908,0.714344997,NA
20043,Gm43514,1.246765591,0.433345816,1.970949373,0.219866538,0.825975097,NA
20044,AC110381.1,1.244847323,1.559254141,2.413647295,0.646015739,0.518269162,NA
20045,Fendrr,1.244786539,0.993157432,1.672599034,0.593780943,0.552658637,NA
20046,Hist1h3a,1.244699754,2.047803602,1.577780633,1.297901343,0.194321239,NA
20047,Gm31363,1.243988733,-2.103388105,2.315817394,-0.908270277,0.363735442,NA
20048,Gm37967,1.243332371,-3.812972349,2.767967928,-1.377534874,0.168346941,NA
20049,Gm7418,1.242090075,-0.759106471,2.024358541,-0.374986177,0.707670747,NA
20050,Gm13141,1.241250248,-0.050837677,1.298845465,-0.039140667,0.968778238,NA
20051,Gm38235,1.240958884,1.578648141,2.384878369,0.661940735,0.508009204,NA
20052,Gm38308,1.240958884,1.578648141,2.384878369,0.661940735,0.508009204,NA
20053,Gm18300,1.240745984,3.717395025,3.412881564,1.089224737,0.276054793,NA
20054,Jsrp1,1.240745984,3.717395025,3.412881564,1.089224737,0.276054793,NA
20055,2410080I02Rik,1.240161555,1.560782674,2.371559227,0.658125109,0.510457743,NA
20056,Mir6956,1.239641875,0.470098861,1.329539921,0.353580102,0.723653588,NA
20057,AC140264.2,1.239475457,-0.616647897,1.963726421,-0.314019249,0.753506419,NA
20058,Gm42674,1.239138124,-3.821348831,2.705101267,-1.412645389,0.157760016,NA
20059,Gm16236,1.239113519,0.587850121,2.404973525,0.244431016,0.806897023,NA
20060,Gm15808,1.238706413,-1.280638762,1.415082462,-0.904992321,0.365469455,NA
20061,Gm12704,1.238280119,-0.054145804,1.29867642,-0.041693068,0.96674338,NA
20062,Gm24455,1.238280119,-0.054145804,1.29867642,-0.041693068,0.96674338,NA
20063,Gm8762,1.238280119,-0.054145804,1.29867642,-0.041693068,0.96674338,NA
20064,AC153517.1,1.237765747,-2.209666895,2.357252819,-0.93739071,0.348557618,NA
20065,Mamstr,1.237765747,-2.209666895,2.357252819,-0.93739071,0.348557618,NA
20066,Gm16558,1.236852217,-0.526388203,2.015934983,-0.26111368,0.794004842,NA
20067,Foxh1,1.23668801,1.879875431,2.391552913,0.786048019,0.431839355,NA
20068,Gm13568,1.235885285,-0.13154445,1.373643256,-0.095763182,0.923708659,NA
20069,AC154231.1,1.235490958,-0.656569268,1.402926533,-0.467999751,0.639784768,NA
20070,mt-Tv,1.235309989,-0.055111506,1.402889493,-0.039284282,0.968663738,NA
20071,Serpina3b,1.233931968,-2.062642735,1.917942241,-1.0754457,0.282175231,NA
20072,Rpl38-ps1,1.2337958,0.76120435,1.390868001,0.547287269,0.584181389,NA
20073,Gm37170,1.233612939,-0.510947021,2.462462339,-0.20749435,0.835623805,NA
20074,Mir6981,1.23311579,-0.65503652,1.301924042,-0.503129598,0.614873158,NA
20075,Snord15a,1.232826177,0.353236599,1.496417826,0.236054792,0.813390153,NA
20076,Gm38263,1.232719516,-3.777055046,2.868764381,-1.316613895,0.187968079,NA
20077,AC152827.3,1.232696381,-0.670085587,1.955896767,-0.342597625,0.731901189,NA
20078,Gm13291,1.232112889,-2.08858564,2.316864148,-0.901470914,0.367337992,NA
20079,Mir698,1.230740621,-0.652517507,1.301751003,-0.501261382,0.61618718,NA
20080,Gm17231,1.230337142,-3.831739306,2.033982822,-1.88386021,0.059583887,NA
20081,Mir3971,1.230291494,1.175879088,1.524529874,0.771306032,0.440525558,NA
20082,Gm45811,1.230212265,-0.485535265,2.462648755,-0.197159771,0.843702511,NA
20083,4930479D17Rik,1.229637449,-3.810717486,2.760382406,-1.380503469,0.167431682,NA
20084,Mir7022,1.228737921,-0.658144181,1.510872876,-0.435605266,0.663123149,NA
20085,Gm25390,1.2286959,3.691520907,2.131253551,1.732089035,0.083257711,NA
20086,Ttll9,1.228578406,0.041661678,1.994213364,0.020891284,0.983332379,NA
20087,Erfe,1.228563076,0.09546835,2.378920152,0.04013096,0.967988719,NA
20088,Gm15597,1.228525269,-3.782950365,2.749569323,-1.375833784,0.168873099,NA
20089,Gm2479,1.228525269,-3.782950365,2.749569323,-1.375833784,0.168873099,NA
20090,Gm33707,1.228514454,0.458469579,1.304424379,0.351472716,0.725233738,NA
20091,Gm12977,1.22720132,-0.360983793,2.442473509,-0.147794354,0.882505066,NA
20092,AC159193.2,1.22676062,-0.431845968,2.404252902,-0.17961753,0.857452842,NA
20093,BC067074,1.225208761,0.757021607,2.436559845,0.310692803,0.756034169,NA
20094,Gm24379,1.225127165,0.519155013,1.515639404,0.342532011,0.731950558,NA
20095,Fgf22,1.224887111,-3.803042307,3.416283215,-1.113210489,0.265618039,NA
20096,Gm11361,1.224887111,-3.803042307,3.416283215,-1.113210489,0.265618039,NA
20097,Pcdh17,1.224887111,-3.803042307,3.416283215,-1.113210489,0.265618039,NA
20098,Mtag2,1.223543873,0.521747074,2.406335067,0.216822288,0.828346842,NA
20099,Gm37685,1.223211636,-3.811581866,2.684064986,-1.420078085,0.15558495,NA
20100,Gm13624,1.222891846,-0.292250454,1.473005115,-0.198404236,0.842728804,NA
20101,Gm11281,1.222774829,-0.072657712,1.297710054,-0.055989172,0.955350433,NA
20102,Chrm4,1.222347616,2.115419,2.406857729,0.878913188,0.379448347,NA
20103,Gm12498,1.221829314,0.15292029,1.955020987,0.078219258,0.937653644,NA
20104,Gm37891,1.221733892,-2.175429842,2.323556914,-0.936249863,0.349144556,NA
20105,Zfp57,1.221609015,0.530244519,1.968354162,0.269384712,0.78763365,NA
20106,Rnf207,1.2205833,-1.965658599,2.334298354,-0.842076847,0.39974494,NA
20107,4931406G06Rik,1.219130869,3.682796967,2.737351468,1.345386959,0.178500304,NA
20108,Tbx21,1.219130869,3.682796967,2.737351468,1.345386959,0.178500304,NA
20109,Gm29397,1.218913525,-2.881514453,1.715366772,-1.679824105,0.092991544,NA
20110,AC122525.2,1.218793536,0.526965934,1.96844022,0.26770736,0.788924584,NA
20111,1700016G14Rik,1.218704042,1.53987774,2.42271282,0.635600607,0.525036773,NA
20112,Gm44997,1.217429531,-0.073097012,1.47703369,-0.049489062,0.960529554,NA
20113,Mir125a,1.217387033,0.443065459,1.327385445,0.333788095,0.738539468,NA
20114,Mir6914,1.217387033,0.443065459,1.327385445,0.333788095,0.738539468,NA
20115,Hoxa7,1.216858678,0.548475688,2.405957059,0.227965701,0.819672905,NA
20116,Gm6100,1.216813987,0.583236616,1.411378249,0.413239057,0.679431475,NA
20117,Gm5614,1.216576925,-0.720144506,1.430704804,-0.503349471,0.61471859,NA
20118,Nkx3-2,1.214880103,-0.459099638,2.403745089,-0.190993479,0.848530702,NA
20119,CT573034.4,1.214480856,0.061225503,1.552383842,0.039439668,0.968539854,NA
20120,Mir7028,1.214182091,-0.798994715,1.483913062,-0.538437686,0.590274915,NA
20121,Prelp,1.214043199,0.544457834,2.405957254,0.226295722,0.820971425,NA
20122,Colq,1.212344109,-2.91779583,1.958549375,-1.489773946,0.136283684,NA
20123,Gm8825,1.212063649,0.603948439,1.554395099,0.388542424,0.697614666,NA
20124,Mir7051,1.211647408,-0.087412691,1.296906893,-0.0674009,0.946262553,NA
20125,Gm26511,1.211138258,0.025993281,1.992244781,0.013047233,0.98959011,NA
20126,Snora47,1.21083123,1.137683116,1.93747983,0.587197399,0.557071139,NA
20127,Gm25992,1.210805635,-1.100517567,2.1065532,-0.522425718,0.601373954,NA
20128,Gm43052,1.21054799,-1.889553694,2.374935292,-0.795623232,0.426251059,NA
20129,AC153132.1,1.210278767,0.592299769,1.770030378,0.334626895,0.737906555,NA
20130,Gm6263,1.209580756,0.245507637,1.475258245,0.166416719,0.867829018,NA
20131,AW047730,1.208215514,-0.180086396,2.391368873,-0.075306825,0.939970592,NA
20132,Mfsd13b,1.208215514,-0.180086396,2.391368873,-0.075306825,0.939970592,NA
20133,Olfr1033,1.207331756,2.100599286,1.926540393,1.090347907,0.275559919,NA
20134,AC140314.1,1.207250351,3.669677742,2.740978717,1.338820225,0.180629205,NA
20135,AC153144.1,1.206308235,0.062367429,2.994382774,0.020828142,0.983382749,NA
20136,AC159379.2,1.205907784,-0.622112555,1.323412685,-0.470082055,0.638296394,NA
20137,Gm5735,1.205907784,-0.622112555,1.323412685,-0.470082055,0.638296394,NA
20138,Gm37387,1.205741366,-1.949410614,1.921647278,-1.014447676,0.310369185,NA
20139,Gm8425,1.205709399,-0.025068357,1.403553016,-0.017860641,0.985750028,NA
20140,Cmya5,1.205702036,-2.143138327,2.998037472,-0.714847078,0.474703541,NA
20141,Hlf,1.205702036,-2.143138327,2.998037472,-0.714847078,0.474703541,NA
20142,Slitrk6,1.205702036,-2.143138327,2.998037472,-0.714847078,0.474703541,NA
20143,Gabre,1.205504305,-3.804637911,2.075804856,-1.832849509,0.066824954,NA
20144,Gm24497,1.204624953,0.236017921,2.110681674,0.111820709,0.910965567,NA
20145,Gm44860,1.20452684,2.092830256,2.408836856,0.868813615,0.384949085,NA
20146,Hist2h2ab,1.203841131,-0.238567988,1.488082957,-0.160319011,0.872629784,NA
20147,Gm7102,1.202895156,-0.11245832,1.510075287,-0.074471995,0.940634824,NA
20148,Gm45070,1.202777221,0.990937111,2.165165019,0.457672788,0.647187541,NA
20149,Gm15198,1.202739269,-0.019848678,1.549592695,-0.012808964,0.989780205,NA
20150,Gm10701,1.202648042,0.425974023,1.717117851,0.248075007,0.804076373,NA
20151,Tgm3,1.202524619,-0.698978243,2.399040131,-0.291357462,0.770777945,NA
20152,Gm45344,1.201062397,2.784848077,2.320208465,1.2002577,0.230039272,NA
20153,Gm9712,1.200959061,-0.018736005,1.40326108,-0.01335176,0.989347153,NA
20154,Gm44968,1.200736569,-0.012868859,2.010439688,-0.006401017,0.994892762,NA
20155,Cacna2d2,1.200434938,-1.900541388,1.704958644,-1.114714069,0.26497297,NA
20156,Gm3555,1.200215099,-1.120594877,1.985496054,-0.564390383,0.572488483,NA
20157,Gm8495,1.200104206,-0.701093599,1.937161259,-0.361918036,0.717413281,NA
20158,Trav14d-3-dv8,1.200018698,-2.88873438,1.89392707,-1.525261677,0.127193842,NA
20159,Gm29793,1.199878848,-1.849010567,2.420771184,-0.763810549,0.44498015,NA
20160,Exoc3l2,1.196201361,-2.127134485,2.350225971,-0.90507658,0.365424818,NA
20161,CT009486.2,1.195313638,3.654738588,1.69951814,2.150455768,0.031519181,NA
20162,AC156568.1,1.195238642,-0.485926402,1.357392596,-0.357985158,0.720354421,NA
20163,CT954323.6,1.195238642,-0.485926402,1.357392596,-0.357985158,0.720354421,NA
20164,Gm6641,1.195238642,-0.485926402,1.357392596,-0.357985158,0.720354421,NA
